Locus	Identity	Coverage	Alignment Length	Allele Length	Gaps	Allele	name_file
FIB						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2017_5_S77/results_tab.tsv
FIC						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2017_5_S77/results_tab.tsv
FII						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2017_5_S77/results_tab.tsv
FIIK						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2017_5_S77/results_tab.tsv
FIIS						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2017_5_S77/results_tab.tsv
FIIY						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2017_5_S77/results_tab.tsv
FIA						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2019_11/results_tab.tsv
FIB						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2019_11/results_tab.tsv
FIC						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2019_11/results_tab.tsv
FII						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2019_11/results_tab.tsv
FIIK						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2019_11/results_tab.tsv
FIIS						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2019_11/results_tab.tsv
FIIY						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2019_11/results_tab.tsv
FIA						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2017_04/results_tab.tsv
FIB						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2017_04/results_tab.tsv
FIC						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2017_04/results_tab.tsv
FII						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2017_04/results_tab.tsv
FIIK						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2017_04/results_tab.tsv
FIIS						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2017_04/results_tab.tsv
FIIY						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2017_04/results_tab.tsv
FIA						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SG19_327_Sal/results_tab.tsv
FIB						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SG19_327_Sal/results_tab.tsv
FIC						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SG19_327_Sal/results_tab.tsv
FII						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SG19_327_Sal/results_tab.tsv
FIIK						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SG19_327_Sal/results_tab.tsv
FIIS						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SG19_327_Sal/results_tab.tsv
FIIY						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SG19_327_Sal/results_tab.tsv
FIA						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2018_14_S103/results_tab.tsv
FIB						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2018_14_S103/results_tab.tsv
FIC						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2018_14_S103/results_tab.tsv
FII						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2018_14_S103/results_tab.tsv
FIIK						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2018_14_S103/results_tab.tsv
FIIS						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2018_14_S103/results_tab.tsv
FIIY						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2018_14_S103/results_tab.tsv
FIA						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/Seagull_18_163_1_S37/results_tab.tsv
FIB	100.0	100.0	373	373	0	FIB_17	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/Seagull_18_163_1_S37/results_tab.tsv
FIC						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/Seagull_18_163_1_S37/results_tab.tsv
FII						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/Seagull_18_163_1_S37/results_tab.tsv
FIIK						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/Seagull_18_163_1_S37/results_tab.tsv
FIIS	100.0	100.0	215	215	0	FIIS_1	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/Seagull_18_163_1_S37/results_tab.tsv
FIIY						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/Seagull_18_163_1_S37/results_tab.tsv
FIA						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2017_07/results_tab.tsv
FIB	100.0	100.0	373	373	0	FIB_22	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2017_07/results_tab.tsv
FIC						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2017_07/results_tab.tsv
FII						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2017_07/results_tab.tsv
FIIK						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2017_07/results_tab.tsv
FIIS	100.0	100.0	215	215	0	FIIS_1	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2017_07/results_tab.tsv
FIIY						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2017_07/results_tab.tsv
FIA						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2019_16/results_tab.tsv
FIB						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2019_16/results_tab.tsv
FIC						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2019_16/results_tab.tsv
FII						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2019_16/results_tab.tsv
FIIK						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2019_16/results_tab.tsv
FIIS						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2019_16/results_tab.tsv
FIIY						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2019_16/results_tab.tsv
FIA						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2019_04/results_tab.tsv
FIB						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2019_04/results_tab.tsv
FIC						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2019_04/results_tab.tsv
FII						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2019_04/results_tab.tsv
FIIK						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2019_04/results_tab.tsv
FIIS						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2019_04/results_tab.tsv
FIIY						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2019_04/results_tab.tsv
FIA						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/Seagull_18_165_S107/results_tab.tsv
FIB	100.0	100.0	373	373	0	FIB_17	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/Seagull_18_165_S107/results_tab.tsv
FIC						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/Seagull_18_165_S107/results_tab.tsv
FII						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/Seagull_18_165_S107/results_tab.tsv
FIIK						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/Seagull_18_165_S107/results_tab.tsv
FIIS	100.0	100.0	215	215	0	FIIS_1	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/Seagull_18_165_S107/results_tab.tsv
FIIY						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/Seagull_18_165_S107/results_tab.tsv
FIA						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/W_1_D11/results_tab.tsv
FIB						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/W_1_D11/results_tab.tsv
FIC						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/W_1_D11/results_tab.tsv
FII						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/W_1_D11/results_tab.tsv
FIIK						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/W_1_D11/results_tab.tsv
FIIS						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/W_1_D11/results_tab.tsv
FIIY						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/W_1_D11/results_tab.tsv
FIA						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2017_11/results_tab.tsv
FIB						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2017_11/results_tab.tsv
FIC						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2017_11/results_tab.tsv
FII						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2017_11/results_tab.tsv
FIIK						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2017_11/results_tab.tsv
FIIS						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2017_11/results_tab.tsv
FIIY						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2017_11/results_tab.tsv
FIA						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2017_05/results_tab.tsv
FIB						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2017_05/results_tab.tsv
FIC						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2017_05/results_tab.tsv
FII						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2017_05/results_tab.tsv
FIIK						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2017_05/results_tab.tsv
FIIS						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2017_05/results_tab.tsv
FIIY						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2017_05/results_tab.tsv
FIA						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2017_23/results_tab.tsv
FIB	100.0	100.0	373	373	0	FIB_17	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2017_23/results_tab.tsv
FIC						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2017_23/results_tab.tsv
FII						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2017_23/results_tab.tsv
FIIK						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2017_23/results_tab.tsv
FIIS	100.0	100.0	215	215	0	FIIS_1	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2017_23/results_tab.tsv
FIIY						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2017_23/results_tab.tsv
FIA						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2019_12/results_tab.tsv
FIB	100.0	100.0	373	373	0	FIB_22	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2019_12/results_tab.tsv
FIC						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2019_12/results_tab.tsv
FII						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2019_12/results_tab.tsv
FIIK						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2019_12/results_tab.tsv
FIIS	100.0	100.0	215	215	0	FIIS_1	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2019_12/results_tab.tsv
FIIY						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2019_12/results_tab.tsv
FIA						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SG19_182_Sal/results_tab.tsv
FIB						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SG19_182_Sal/results_tab.tsv
FIC						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SG19_182_Sal/results_tab.tsv
FII						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SG19_182_Sal/results_tab.tsv
FIIK						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SG19_182_Sal/results_tab.tsv
FIIS						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SG19_182_Sal/results_tab.tsv
FIIY						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SG19_182_Sal/results_tab.tsv
FIA	100.0	100.0	383	383	0	FIA_8	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2019_24/results_tab.tsv
FIB						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2019_24/results_tab.tsv
FIC						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2019_24/results_tab.tsv
FII						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2019_24/results_tab.tsv
FIIK						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2019_24/results_tab.tsv
FIIS						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2019_24/results_tab.tsv
FIIY						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2019_24/results_tab.tsv
FIA						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2019_28/results_tab.tsv
FIB						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2019_28/results_tab.tsv
FIC						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2019_28/results_tab.tsv
FII						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2019_28/results_tab.tsv
FIIK						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2019_28/results_tab.tsv
FIIS						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2019_28/results_tab.tsv
FIIY						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2019_28/results_tab.tsv
FIA						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/W_1_G11/results_tab.tsv
FIB						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/W_1_G11/results_tab.tsv
FIC						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/W_1_G11/results_tab.tsv
FII						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/W_1_G11/results_tab.tsv
FIIK						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/W_1_G11/results_tab.tsv
FIIS						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/W_1_G11/results_tab.tsv
FIIY						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/W_1_G11/results_tab.tsv
FIA						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2017_17_S88/results_tab.tsv
FIB						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2017_17_S88/results_tab.tsv
FIC						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2017_17_S88/results_tab.tsv
FII						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2017_17_S88/results_tab.tsv
FIIK						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2017_17_S88/results_tab.tsv
FIIS						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2017_17_S88/results_tab.tsv
FIIY						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2017_17_S88/results_tab.tsv
FIA						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2019_08/results_tab.tsv
FIB						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2019_08/results_tab.tsv
FIC						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2019_08/results_tab.tsv
FII						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2019_08/results_tab.tsv
FIIK						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2019_08/results_tab.tsv
FIIS						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2019_08/results_tab.tsv
FIIY						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2019_08/results_tab.tsv
FIA						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2019_06/results_tab.tsv
FIB	100.0	100.0	373	373	0	FIB_17	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2019_06/results_tab.tsv
FIC						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2019_06/results_tab.tsv
FII						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2019_06/results_tab.tsv
FIIK						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2019_06/results_tab.tsv
FIIS	100.0	100.0	215	215	0	FIIS_1	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2019_06/results_tab.tsv
FIIY						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2019_06/results_tab.tsv
FIA						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2018_1_S90/results_tab.tsv
FIB	100.0	100.0	373	373	0	FIB_17	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2018_1_S90/results_tab.tsv
FIC						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2018_1_S90/results_tab.tsv
FII						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2018_1_S90/results_tab.tsv
FIIK						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2018_1_S90/results_tab.tsv
FIIS	100.0	100.0	215	215	0	FIIS_1	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2018_1_S90/results_tab.tsv
FIIY						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2018_1_S90/results_tab.tsv
