snp-dists 0.6.3,ISLHD_2017_10_S81,ISLHD_2017_11_S82,ISLHD_2017_12_S83,ISLHD_2017_13_S84,ISLHD_2017_14_S85,ISLHD_2017_15_S86,ISLHD_2017_16_S87,ISLHD_2017_17_S88,ISLHD_2017_18_S89,ISLHD_2017_1_S76,ISLHD_2017_2_S116,ISLHD_2017_3_S117,ISLHD_2017_4_S118,ISLHD_2017_5_S77,ISLHD_2017_6_S119,ISLHD_2017_7_S78,ISLHD_2017_8_S79,ISLHD_2017_9_S80,ISLHD_2018_10_S99,ISLHD_2018_11_S100,ISLHD_2018_12_S101,ISLHD_2018_13_S102,ISLHD_2018_14_S103,ISLHD_2018_15_S104,ISLHD_2018_16_S105,ISLHD_2018_17_S106,ISLHD_2018_1_S90,ISLHD_2018_2_S91,ISLHD_2018_3_S92,ISLHD_2018_4_S93,ISLHD_2018_5_S94,ISLHD_2018_6_S95,ISLHD_2018_7_S96,ISLHD_2018_8_S97,ISLHD_2018_9_S98,ISLHD_2019_01,ISLHD_2019_02,ISLHD_2019_03,ISLHD_2019_04,ISLHD_2019_05,ISLHD_2019_06,ISLHD_2019_07,ISLHD_2019_08,ISLHD_2019_09,ISLHD_2019_10,ISLHD_2019_11,ISLHD_2019_12,ISLHD_2019_13,ISLHD_2019_14,ISLHD_2019_15,ISLHD_2019_16,ISLHD_2019_17,ISLHD_2019_18,ISLHD_2019_19,ISLHD_2019_20,ISLHD_2019_21,ISLHD_2019_22,ISLHD_2019_23,ISLHD_2019_24,ISLHD_2019_25,ISLHD_2019_26,ISLHD_2019_27,ISLHD_2019_28,ISLHD_2019_29,ISLHD_2019_30,MD_6_A10,MD_6_A11,MD_6_A12,MD_6_A8,MD_6_A9,MD_6_B10,MD_6_B11,MD_6_B12,MD_6_B8,MD_6_B9,MD_6_C10,MD_6_C11,MD_6_C12,MD_6_C8,MD_6_C9,MD_6_D10,MD_6_D11,MD_6_D12,MD_6_D8,MD_6_D9,MD_6_E10,MD_6_E11,MD_6_E12,MD_6_E8,MD_6_E9,MD_6_F10,MD_6_F11,MD_6_F12,MD_6_F8,MD_6_F9,MD_6_G10,MD_6_G11,MD_6_G8,MD_6_G9,MD_6_H10,MD_6_H11,MD_6_H7,MD_6_H8,MD_6_H9,MD_7_A1,MD_7_A2,MD_7_A3,MD_7_B1,MD_7_B2,MD_7_C1,MD_7_C2,MD_7_D1,MD_7_D2,MD_7_E1,MD_7_E2,MD_7_F1,MD_7_F2,MD_7_G1,MD_7_G2,MD_7_H1,MD_7_H2,SG19_084_Sal,SG19_116_05_E_coli,SG19_116_Sal,SG19_171_Sal,SG19_182_Sal,SG19_233_Sal,SG19_238_Sal,SG19_269_Sal,SG19_284_Sal,SG19_288_Sal,SG19_292_Sal,SG19_298_Sal,SG19_327_Sal,SG19_334_Sal,SG19_380_Sal,SG19_397_Sal,SG19_400_Sal,SIML_2017_01,SIML_2017_02,SIML_2017_03,SIML_2017_04,SIML_2017_05,SIML_2017_06,SIML_2017_07,SIML_2017_08,SIML_2017_09,SIML_2017_10,SIML_2017_13,SIML_2017_14,SIML_2017_15,SIML_2017_16,SIML_2017_18,SIML_2017_19,SIML_2017_21,SIML_2017_22,SIML_2017_23,SIML_2017_24,SIML_2019_02,SIML_2019_04,SIML_2019_05,SIML_2019_06,SIML_2019_07,SIML_2019_08,SIML_2019_09,SIML_2019_10,SIML_2019_11,SIML_2019_12,SIML_2019_13,SIML_2019_14,SIML_2019_15,Seagull_18_100_1_S16,Seagull_18_100_2_S17,Seagull_18_117_1_S21,Seagull_18_117_2_S22,Seagull_18_117_3_S23,Seagull_18_124_1_S26,Seagull_18_132_1_S29,Seagull_18_132_2_S30,Seagull_18_163_1_S37,Seagull_18_163_2_S38,Seagull_18_165_S107,Seagull_18_172_S40,Seagull_18_190_1_S42,Seagull_18_190_2_S43,Seagull_18_206_S47,Seagull_18_220_S109,Seagull_18_240_1_S58,Seagull_18_240_2_S59,Seagull_18_255_S68,Seagull_18_90_1_S9,Seagull_18_90_2_S10,Seagull_18_96_1_S14,Seagull_18_96_2_S15,W_1_B11,W_1_C11,W_1_D11,W_1_E11,W_1_F11,W_1_G11,W_1_H11
SG19_182_Sal,34115,27612,28914,28915,28708,28875,27608,28905,27596,27552,28779,27563,40031,28916,30116,27888,40006,27640,27603,27575,33574,34111,28941,27619,27655,33568,27661,27847,27609,28880,27070,28195,27558,27426,27634,30118,27152,28905,30092,30100,27639,39530,27434,33497,26756,33575,33481,33499,27635,27655,33568,33488,28912,39915,28778,27613,40016,28919,28128,28128,23605,29148,27580,27841,29165,39966,27638,28305,27635,27642,27640,27638,27645,27650,27648,27640,27674,27638,27433,40045,27641,27643,33225,27645,40027,35200,27641,29152,27420,28313,27646,35071,29152,26555,33577,27640,39788,27639,27635,33569,27651,27434,35211,28783,27638,27640,33231,34037,27639,27644,27639,29152,27641,27614,35214,27646,33232,33231,30106,27431,29160,29150,29226,29207,27654,0,29219,27295,39595,30090,29167,33888,33423,34103,29229,27601,33895,27608,26553,30108,27654,27438,27573,27652,28826,39534,27885,27886,33477,34155,28868,28842,27643,27652,39621,27662,27567,33314,28826,28876,27606,26771,40079,27592,28880,28880,27728,28911,27578,29152,28920,27591,27591,27887,27885,27886,39953,30788,30788,27888,27887,27892,27894,27887,27891,27891,27894,27891,27893,27893,27795,27796,27921,27918,30282,27808,33505,27805,33492,26571,33565
SG19_233_Sal,34662,28926,29919,29922,28950,29304,28925,29914,28910,29316,28983,28876,40598,29921,30444,29247,40503,28970,28917,28885,33908,34663,29922,28932,28974,33899,28969,29198,28925,29293,28784,29080,28886,28755,28967,30450,28535,29915,30366,30427,28963,40354,28769,34103,28393,33904,34089,34112,28965,28982,33900,34091,29917,40332,28991,28923,40520,29888,28505,28498,24450,30136,28890,29195,30140,40536,28967,25799,28962,28963,28957,28961,28971,28962,28969,28959,28981,28958,28766,40545,28960,28962,34054,28960,40528,35131,28962,30134,28757,25801,28956,34984,30130,28772,33894,28965,40240,28963,28966,33826,28965,28765,35132,28978,28965,28967,34064,34585,28957,28963,28966,30140,28958,28951,35134,28969,34058,34066,30433,28760,30139,30136,1,1,28973,29219,0,28578,40278,30361,30152,34051,34038,34646,4,28917,34056,28921,26930,30428,28975,28768,28890,28972,29240,40363,29249,29240,34086,34609,29282,29252,28969,28977,40292,28981,28885,33979,29028,29291,28919,28728,40540,28902,29294,29301,29216,29326,28894,30144,29917,28904,28904,29206,29205,29206,40484,30733,30743,29209,29207,29206,29208,29207,29207,29201,29208,29195,29198,29202,29123,29124,29299,29299,29510,28558,34118,28555,34110,28797,33896
SG19_238_Sal,32921,406,28193,28192,27448,27776,404,28179,403,26636,27520,425,39495,28187,29548,27215,39398,38,396,381,32725,32922,28189,447,92,32717,323,27185,407,27773,26110,27480,381,14840,65,29552,314,28193,29492,29534,89,39411,14849,32842,26419,32728,32821,32844,89,99,32717,32833,28191,39434,27523,402,39419,28177,27532,27528,23119,27994,426,27166,27997,39459,36,27343,35,34,87,34,36,86,34,88,326,85,14848,39455,88,35,32829,86,39445,34843,87,27993,14826,27350,86,34711,27989,26465,32713,34,39128,34,35,32484,36,14845,34855,27520,35,36,32843,32867,86,87,35,27994,86,34,34854,38,32831,32845,29543,14833,27997,27991,28580,28561,189,27295,28578,0,39281,29488,28002,32855,32785,32911,28580,397,32859,398,25411,29535,324,14852,433,97,27729,39409,27216,27215,32817,33502,27761,27737,38,64,39203,327,379,32422,27561,27772,397,26311,39689,440,27777,27780,8615,27806,426,27998,28192,439,439,535,535,536,39424,29972,29967,537,536,538,537,535,537,537,538,538,539,538,452,453,28020,28020,29948,26563,32858,26561,32846,26476,32716
SG19_269_Sal,36692,39819,39577,39577,39598,39679,39828,39560,39821,39065,39668,39789,22713,39568,38814,39954,23778,39848,39810,39791,37698,36694,39579,39839,39863,37692,39856,39909,39820,39670,39638,39859,39757,39682,39859,38829,39232,39566,38835,38806,39850,16795,39690,38032,39713,37702,38031,38052,39850,39867,37693,38037,39576,23721,39671,39829,23792,39547,39843,39830,33699,38906,39801,39909,38907,16919,39843,39950,39833,39844,39842,39842,39851,39860,39856,39841,39875,39841,39687,23786,39862,39844,37294,39859,23772,41914,39857,38906,39681,39952,39854,41760,38901,39603,37692,39845,24287,39830,39841,37712,39849,39694,41924,39672,39840,39845,37305,36629,39850,39855,39843,38903,39853,39808,41930,39852,37301,37312,38823,39700,38908,38912,40277,40265,39853,39595,40278,39281,0,38819,38918,37428,38003,36682,40279,39814,37427,39818,36387,38808,39855,39701,39758,39865,39590,16797,39963,39955,38026,36577,39650,39634,39845,39869,24269,39858,39790,37725,39709,39677,39812,39604,24985,39815,39673,39667,39955,39680,39799,38907,39573,39810,39802,40090,40086,40087,23780,40073,40080,40090,40088,40088,40090,40088,40090,40082,40090,40087,40082,40087,39994,39995,39504,39499,40191,39748,38047,39746,38060,39621,37690
SG19_284_Sal,32252,29896,30206,30205,29973,29318,29897,30202,29891,29677,30039,29845,39104,30214,438,29803,38898,29927,29883,29861,31122,32253,30211,29908,29938,31116,29949,29755,29890,29312,29091,29796,29841,29842,29929,438,29422,30196,26,413,29927,39028,29855,31729,29539,31124,31723,31737,29929,29942,31120,31726,30203,38976,30041,29897,38914,30196,29996,29997,25028,28837,29862,29763,28847,38906,29925,29736,29923,29926,29924,29925,29935,29925,29929,29926,29950,29926,29852,38949,29926,29921,31591,29924,38923,35304,29926,28837,29838,29739,29917,35143,28838,29451,31117,29922,38803,29927,29922,30796,29925,29848,35315,30032,29922,29926,31599,32172,29921,29926,29925,28839,29924,29909,35313,29930,31594,31600,436,29849,28841,28838,30352,30343,29933,30090,30361,29488,38819,0,28849,32000,31690,32242,30357,29883,32005,29889,27007,432,29945,29855,29868,29932,29264,39038,29806,29800,31719,32556,29302,29266,29929,29940,38867,29951,29858,31574,30067,29311,29886,29510,39407,29876,29321,29315,30148,29355,29863,28841,30207,29875,29875,30167,30164,30165,38975,31149,31147,30170,30168,30169,30169,30170,30170,30164,30169,30166,30171,30164,30080,30081,29976,29977,31552,28734,31745,28730,31740,29471,31114
SG19_288_Sal,33297,28366,30117,30112,30171,29629,28366,30104,28355,29269,30230,28323,39332,30119,28801,29712,38921,28414,28349,28331,32243,33296,30115,28386,28420,32235,28417,29680,28360,29626,28577,29970,28309,28751,28417,28809,27983,30107,28855,28792,28412,39311,28754,32746,28637,32239,32734,32746,28408,28423,32237,32740,30111,39120,30232,28367,38904,30099,28794,28782,25014,37,28341,29666,47,39218,28408,29497,28410,28415,28403,28410,28418,28409,28419,28401,28431,28398,28755,38967,28405,28413,32312,28411,38921,35816,28402,34,28742,29499,28404,35697,34,29397,32237,28412,39058,28406,28407,31958,28419,28755,35834,30225,28406,28414,32324,33216,28402,28401,28409,34,28405,28383,35835,28417,32314,32323,28796,28759,43,36,30151,30134,28418,29167,30152,28002,38918,28849,0,32769,32669,33284,30151,28352,32775,28355,27200,28794,28418,28759,28336,28417,29582,39313,29717,29713,32731,33145,29618,29585,28414,28422,39203,28424,28324,32393,30280,29623,28350,29050,39684,28353,29629,29632,28370,29662,28341,37,30116,28353,28353,28642,28641,28642,39054,31566,31569,28642,28642,28648,28645,28647,28650,28639,28645,28636,28646,28640,28550,28551,29103,29101,31163,28842,32758,28839,32750,29407,32232
SG19_292_Sal,27986,33246,33294,33297,33849,33213,33248,33279,33236,33768,33930,33211,37604,33288,31999,33354,37320,33296,33235,33212,30601,27989,33278,33265,33306,30599,33294,33305,33238,33206,33524,33478,33190,33242,33300,32010,32774,33284,32003,31995,33295,37624,33253,29508,33712,30602,29495,29517,33295,33311,30600,29497,33290,37426,33926,33253,37356,33265,33441,33436,28333,32765,33225,33313,32768,37590,33296,33881,33297,33299,33290,33298,33305,33294,33304,33286,33314,33284,33245,37359,33296,33297,28526,33294,37339,36978,33288,32754,33235,33887,33286,36837,32758,33331,30597,33294,37356,33292,33291,29986,33302,33246,36986,33921,33291,33296,28525,27935,33290,33289,33296,32759,33290,33262,36990,33304,28528,28526,31999,33251,32761,32761,34057,34031,33300,33888,34051,32855,37428,32000,32769,0,29489,27975,34052,33233,2,33237,30592,31994,33293,33251,33222,33305,33139,37630,33362,33357,29490,28916,33198,33168,33301,33310,37466,33298,33207,29254,33960,33207,33234,33182,37686,33239,33208,33210,33662,33232,33222,32761,33292,33239,33239,33534,33526,33526,37491,33879,33876,33533,33530,33535,33534,33534,33538,33527,33535,33528,33535,33528,33437,33438,33104,33105,34393,33493,29514,33491,29505,33341,30595
SG19_298_Sal,30386,33214,33040,33044,33666,33348,33213,33022,33201,33438,33753,33148,38310,33034,31676,33421,38172,33260,33199,33182,30273,30395,33027,33240,33266,30265,33255,33371,33210,33344,33127,33204,33155,33187,33251,31683,32784,33033,31696,31631,33255,37806,33196,103,33349,30268,77,90,33253,33271,30266,79,33038,38058,33754,33214,38207,33002,33576,33568,28529,32657,33192,33381,32664,38188,33255,33401,33258,33260,33257,33259,33263,33260,33263,33255,33277,33252,33190,38210,33259,33256,28817,33259,38199,37099,33257,32654,33186,33405,33252,36951,32657,33132,30265,33253,37727,33253,33253,29622,33263,33196,37116,33748,33250,33257,28823,30362,33254,33257,33255,32655,33255,33230,37114,33264,28814,28824,31675,33192,32665,32655,34037,34022,33263,33423,34038,32785,38003,31690,32669,29489,0,30377,34038,33202,29495,33204,30811,31667,33257,33199,33188,33258,33287,37806,33424,33422,75,30758,33335,33308,33260,33272,37989,33263,33175,28048,33777,33344,33201,33457,38270,33207,33347,33347,33441,33364,33192,32659,33048,33206,33206,33496,33498,33499,38138,33836,33844,33498,33496,33501,33501,33502,33503,33496,33501,33494,33497,33497,33399,33400,32982,32979,34267,33595,98,33594,87,33158,30264
SG19_327_Sal,37,33350,33373,33381,34273,33235,33348,33358,33337,33979,34343,33303,36963,33371,32239,34003,36641,33385,33333,33313,31229,42,33371,33358,33393,31227,33385,33953,33338,33233,33750,33817,33283,33740,33386,32254,32833,33368,32253,32233,33383,36804,33751,30363,33899,31229,30374,30375,33384,33397,31227,30381,33371,36834,34345,33347,36667,33355,33800,33790,28727,33274,33317,33954,33286,36996,33382,34261,33384,33386,33379,33386,33394,33382,33394,33375,33404,33372,33742,36680,33382,33386,29837,33382,36662,37141,33377,33273,33737,34268,33376,37014,33278,33442,31223,33385,36694,33381,33380,30751,33391,33746,37160,34341,33378,33385,29838,20,33373,33374,33383,33274,33376,33351,37156,33392,29842,29840,32251,33755,33282,33273,34650,34637,33382,34103,34646,32911,36682,32242,33284,27975,30377,0,34649,33334,27976,33336,30705,32236,33384,33751,33317,33388,33171,36810,34015,34002,30369,28324,33224,33195,33388,33398,37054,33387,33310,29809,34372,33234,33335,33710,37259,33333,33240,33232,33673,33260,33316,33269,33378,33330,33331,33616,33612,33612,36621,33954,33951,33617,33613,33618,33616,33615,33618,33611,33617,33612,33615,33615,33518,33519,33134,33133,34645,33704,30380,33702,30393,33461,31222
SG19_334_Sal,34662,28928,29924,29927,28952,29302,28929,29915,28913,29317,28985,28878,40597,29926,30441,29250,40508,28971,28919,28889,33910,34662,29928,28934,28977,33901,28971,29205,28927,29299,28785,29083,28888,28763,28969,30448,28538,29919,30362,30425,28966,40359,28774,34108,28396,33907,34098,34116,28972,28987,33902,34099,29924,40331,28989,28926,40522,29895,28512,28504,24457,30137,28895,29204,30147,40537,28972,25801,28964,28967,28959,28965,28971,28964,28971,28961,28990,28960,28771,40546,28965,28966,34061,28961,40530,35128,28964,30138,28762,25807,28960,34988,30137,28776,33900,28970,40238,28965,28971,33829,28971,28770,35139,28982,28970,28969,34071,34588,28959,28964,28971,30140,28960,28953,35136,28972,34066,34073,30442,28765,30144,30135,5,5,28975,29229,4,28580,40279,30357,30151,34052,34038,34649,0,28921,34059,28922,26928,30436,28983,28773,28894,28977,29246,40369,29256,29246,34095,34615,29290,29257,28973,28981,40286,28985,28890,33983,29030,29297,28921,28729,40542,28904,29298,29303,29219,29334,28897,30142,29923,28907,28907,29213,29208,29209,40485,30735,30747,29213,29211,29207,29211,29208,29209,29206,29211,29201,29199,29209,29124,29125,29303,29303,29509,28558,34123,28555,34111,28799,33898
SG19_380_Sal,33346,53,28516,28516,27827,28104,51,28499,253,27027,27891,343,40054,28509,29942,27501,39978,378,6,231,33149,33346,28512,367,374,33140,387,27472,54,28107,26466,27813,231,14990,379,29947,383,28516,29890,29929,368,39914,14997,33261,26757,33150,33243,33259,368,381,33141,33256,28516,39982,27895,49,39996,28483,27896,27892,23336,28342,344,27454,28350,40006,376,27678,375,374,380,374,376,379,374,381,389,378,14998,40022,381,375,33230,379,40011,35294,380,28347,14976,27684,379,35162,28343,26828,33135,374,39698,374,375,32911,376,14994,35310,27893,375,376,33243,33289,379,380,375,28342,379,374,35306,378,33232,33245,29945,14981,28350,28341,28920,28901,391,27601,28917,397,39814,29883,28352,33233,33202,33334,28921,0,33238,0,25728,29937,389,15003,351,375,28064,39913,27500,27500,33241,33912,28097,28068,378,380,39741,391,231,32766,27937,28109,1,26624,40283,358,28110,28112,8689,28140,344,28346,28517,357,357,635,635,636,40025,30415,30417,637,636,636,636,635,635,635,636,636,637,636,550,551,28323,28321,30331,26889,33275,26887,33265,26833,33140
SG19_397_Sal,27986,33251,33302,33304,33856,33221,33253,33286,33241,33771,33933,33216,37607,33295,32004,33364,37322,33301,33244,33217,30606,27990,33287,33270,33311,30603,33299,33314,33243,33214,33523,33491,33199,33247,33303,32015,32779,33291,32008,32000,33300,37632,33261,29514,33717,30606,29500,29523,33298,33314,30604,29502,33298,37429,33935,33258,37359,33267,33448,33443,28334,32765,33230,33322,32773,37588,33299,33884,33301,33304,33295,33303,33308,33299,33309,33294,33319,33292,33248,37360,33301,33302,28535,33299,37343,36982,33297,32759,33243,33890,33291,36839,32763,33335,30602,33299,37361,33300,33296,29993,33307,33251,36989,33928,33294,33301,28534,27936,33295,33297,33299,32764,33295,33271,36993,33309,28537,28535,32005,33254,32767,32762,34064,34038,33304,33895,34056,32859,37427,32005,32775,2,29495,27976,34059,33238,0,33246,30599,31998,33298,33256,33227,33310,33146,37636,33372,33360,29495,28917,33205,33176,33304,33315,37469,33301,33210,29256,33964,33216,33243,33189,37694,33244,33216,33218,33668,33239,33227,32766,33302,33244,33244,33537,33531,33531,37496,33890,33887,33536,33533,33540,33537,33539,33543,33532,33538,33533,33538,33533,33445,33446,33107,33106,34397,33495,29520,33493,29511,33344,30599
SG19_400_Sal,33348,53,28518,28515,27828,28111,51,28505,253,27028,27895,343,40063,28510,29948,27505,39980,378,6,231,33150,33348,28513,367,375,33140,387,27475,54,28107,26467,27818,231,14991,379,29953,383,28517,29897,29935,369,39921,15001,33260,26757,33151,33238,33260,368,381,33141,33252,28515,39988,27902,50,39997,28477,27892,27889,23332,28344,344,27456,28344,40012,376,27675,375,374,380,374,377,380,375,381,389,378,14997,40034,381,375,33227,379,40022,35299,380,28342,14978,27680,379,35165,28338,26823,33135,374,39704,375,375,32913,377,14995,35310,27891,375,376,33241,33290,379,381,375,28345,379,374,35309,379,33229,33243,29945,14982,28345,28342,28917,28902,391,27608,28921,398,39818,29889,28355,33237,33204,33336,28922,0,33246,0,25733,29937,389,15004,351,376,28064,39920,27503,27499,33236,33917,28096,28069,379,380,39750,391,230,32765,27940,28108,1,26630,40293,358,28110,28113,8689,28138,344,28348,28519,357,357,635,635,636,40027,30423,30419,637,636,637,637,635,636,636,637,637,638,637,551,552,28323,28324,30338,26895,33273,26893,33266,26832,33140
SIML_2017_01,30717,25739,26531,26531,26681,284,25738,26528,25720,26119,26739,25704,36770,26537,27060,26242,36689,25761,25729,25700,30359,30714,26542,25752,25771,30354,25798,26202,25735,282,25544,26437,25686,25341,25763,27064,25387,26527,27009,27057,25755,36798,25349,30851,25977,30359,30841,30848,25759,25779,30356,30850,26529,36483,26738,25740,36695,26534,26042,26043,18772,27185,25714,26197,27193,36885,25760,26257,25758,25760,25751,25759,25768,25760,25769,25753,25796,25752,25347,36724,25752,25765,30424,25758,36704,32727,25756,27186,25337,26257,25755,32571,27185,25625,30352,25763,36772,25758,25760,30268,25767,25346,32738,26731,25758,25760,30428,30638,25751,25756,25761,27188,25753,25736,32732,25766,30426,30435,27050,25347,27196,27191,26924,26932,25784,26553,26930,25411,36387,27007,27200,30592,30811,30705,26928,25728,30599,25733,0,27054,25794,25348,25724,25764,280,36811,26237,26236,30840,31187,280,30,25766,25773,36706,25801,25700,30293,26785,277,25732,26074,36824,25731,281,281,25857,350,25720,27188,26535,25729,25728,25996,25994,25995,36705,28160,28160,25996,25996,25996,25998,25997,25998,25995,25998,25995,25996,25990,25906,25907,25751,25750,27970,25521,30867,25518,30859,25630,30354
SIML_2017_02,32247,29943,30257,30254,30039,29365,29947,30244,29938,29693,30107,29892,39082,30258,18,29812,38880,29974,29931,29909,31113,32246,30263,29954,29985,31110,29996,29764,29938,29366,29110,29801,29889,29866,29978,18,29472,30244,426,11,29975,39004,29872,31710,29539,31117,31708,31715,29986,29998,31112,31710,30255,38952,30105,29946,38895,30244,30032,30031,25104,28781,29912,29772,28798,38875,29981,29786,29970,29975,29972,29974,29983,29973,29976,29972,30003,29972,29877,38929,29977,29973,31577,29971,38906,35340,29974,28785,29859,29791,29970,35184,28788,29448,31110,29976,38751,29974,29976,30785,29978,29870,35356,30102,29979,29975,31584,32167,29968,29972,29981,28782,29970,29957,35352,29979,31581,31585,10,29867,28789,28783,30431,30417,29977,30108,30428,29535,38808,432,28794,31994,31667,32236,30436,29937,31998,29937,27054,0,30001,29879,29916,29982,29319,39015,29816,29808,31706,32516,29359,29320,29983,29989,38854,30004,29915,31526,30135,29367,29933,29549,39405,29924,29375,29367,30197,29411,29912,28785,30256,29923,29923,30224,30216,30217,38968,31212,31212,30226,30224,30217,30224,30218,30218,30217,30224,30221,30218,30219,30127,30128,30033,30034,31563,28768,31728,28762,31717,29464,31109
SIML_2017_03,33395,396,28578,28580,27886,28172,395,28561,392,27089,27951,416,40107,28572,30004,27576,40016,298,387,370,33210,33396,28578,440,294,33201,18,27546,397,28175,26533,27884,370,15056,299,30009,16,28579,29950,29990,287,39963,15063,33315,26818,33213,33302,33313,287,301,33202,33313,28579,40026,27955,395,40036,28548,27957,27953,23390,28410,417,27530,28418,40053,296,27749,295,294,301,294,296,300,294,302,100,299,15064,40060,302,295,33299,300,40052,35344,301,28413,15041,27756,300,35214,28411,26904,33196,294,39750,294,295,32973,296,15060,35362,27953,295,296,33308,33340,300,301,295,28409,300,294,35355,298,33301,33312,30009,15047,28418,28408,28984,28961,310,27654,28975,324,39855,29945,28418,33293,33257,33384,28983,389,33298,389,25794,30001,0,15068,423,295,28133,39963,27574,27576,33300,33971,28167,28137,298,300,39786,2,371,32825,27998,28178,388,26692,40326,431,28179,28179,8759,28209,418,28412,28580,430,430,552,552,553,40064,30484,30486,554,553,553,553,552,552,552,553,553,554,553,467,468,28388,28388,30388,26962,33329,26960,33319,26911,33200
SIML_2017_04,33765,15009,28624,28624,27813,27654,15008,28605,15003,26530,27871,14974,39830,28614,29883,27764,39725,15067,14999,14980,33246,33765,28628,15044,15067,33239,15060,27728,15008,27654,25845,27890,14980,60,15052,29889,14818,28615,29860,29864,15059,39917,76,33273,26169,33248,33267,33275,15059,15071,33238,33270,28623,39701,27874,15010,39731,28601,27925,27921,23239,28748,14987,27718,28762,39961,15064,27724,15063,15063,15064,15063,15067,15067,15068,15065,15079,15064,67,39767,15066,15065,33219,15066,39752,35384,15065,28753,56,27730,15065,35254,28749,26643,33234,15063,39624,15063,15064,33147,15067,67,35398,27870,15064,15065,33231,33683,15062,15071,15064,28746,15065,15048,35396,15068,33221,33233,29887,59,28754,28746,28772,28752,15079,27438,28768,14852,39701,29855,28759,33251,33199,33751,28773,15003,33256,15004,25348,29879,15068,0,14994,15065,27605,39916,27763,27762,33264,34027,27648,27615,15069,15068,39456,15071,14981,32800,27908,27657,15001,26665,40119,15000,27659,27662,14723,27679,14988,28750,28625,14999,14999,15315,15315,15316,39771,30560,30560,15317,15316,15317,15317,15316,15316,15314,15317,15312,15313,15317,15230,15231,28018,28012,30098,26959,33287,26956,33281,26635,33238
SIML_2017_05,33328,360,28493,28492,27811,28092,358,28479,352,27011,27878,44,40014,28488,29928,27487,39928,412,349,330,33144,33329,28490,400,408,33136,421,27457,361,28089,26455,27803,330,14982,413,29932,415,28492,29871,29910,402,39864,14991,33244,26740,33143,33231,33246,402,415,33137,33239,28492,39943,27880,356,39947,28462,27877,27873,23323,28327,17,27440,28331,39947,410,27661,409,408,414,408,410,413,408,415,423,412,14990,39973,415,409,33214,413,39961,35283,414,28326,14967,27668,413,35144,28323,26810,33131,408,39643,408,409,32905,410,14986,35287,27878,409,410,33224,33274,413,414,409,28327,413,408,35285,412,33216,33226,29924,14975,28331,28324,28893,28874,424,27573,28890,433,39758,29868,28336,33222,33188,33317,28894,351,33227,351,25724,29916,423,14994,0,409,28047,39863,27486,27486,33227,33907,28079,28052,412,414,39694,425,329,32756,27922,28092,350,26601,40230,41,28094,28095,8678,28122,17,28331,28492,30,30,668,668,669,39974,30408,30402,670,669,669,669,668,668,668,669,669,670,669,583,584,28294,28294,30295,26879,33258,26877,33250,26820,33132
SIML_2017_06,33399,384,28566,28567,27893,28156,383,28551,378,27071,27957,402,40116,28562,29991,27563,40029,67,374,356,33204,33399,28564,425,63,33195,294,27534,385,28155,26518,27872,356,15054,68,29995,287,28566,29936,29977,51,39980,15062,33313,26811,33207,33301,33313,51,70,33196,33309,28566,40038,27962,382,40047,28547,27949,27945,23387,28410,402,27518,28414,40062,65,27736,64,63,70,63,65,69,63,71,296,68,15061,40082,71,64,33286,69,40073,35350,70,28409,15038,27743,69,35220,28407,26890,33190,63,39746,63,64,32973,65,15057,35365,27959,64,65,33294,33345,69,70,64,28409,69,63,35362,67,33285,33298,29990,15046,28414,28407,28979,28956,158,27652,28972,97,39865,29932,28417,33305,33258,33388,28977,375,33310,376,25764,29982,295,15065,409,0,28113,39979,27563,27563,33296,33968,28146,28120,67,69,39795,298,356,32831,28001,28158,375,26677,40335,416,28159,28160,8750,28190,403,28412,28567,415,415,509,509,510,40080,30467,30463,511,510,512,512,509,511,511,512,512,513,512,426,427,28372,28372,30387,26957,33325,26955,33319,26897,33194
SIML_2017_07,33181,28070,28835,28838,28897,105,28072,28827,28061,28348,28966,28033,39905,28841,29324,28410,39780,28111,28061,28037,32931,33176,28847,28089,28117,32928,28123,28376,28066,96,27744,28738,28019,27599,28111,29328,27652,28827,29266,29316,28102,39905,27605,33327,28281,32934,33329,33333,28107,28126,32928,33335,28838,39598,28962,28071,39790,28809,28384,28384,20083,29570,28049,28362,29582,39905,28113,28516,28108,28110,28097,28110,28116,28100,28114,28098,28143,28096,27608,39815,28098,28113,32871,28101,39794,35545,28096,29572,27593,28517,28099,35401,29574,27701,32930,28112,39820,28108,28109,32831,28116,27602,35563,28962,28111,28110,32880,33105,28094,28099,28115,29571,28098,28085,35563,28113,32878,32883,29318,27605,29581,29572,29246,29230,28129,28826,29240,27729,39590,29264,29582,33139,33287,33171,29246,28064,33146,28064,280,29319,28133,27605,28047,28113,0,39916,28408,28404,33328,33734,94,308,28116,28122,39835,28138,28039,32757,29013,92,28063,28187,40284,28061,102,102,28124,165,28048,29571,28838,28060,28059,28354,28349,28350,39816,30359,30359,28356,28356,28351,28355,28351,28351,28352,28355,28341,28340,28352,28256,28257,28046,28045,30359,27753,33347,27748,33339,27719,32928
