name	Database	SPI	Identity	Query / Template length	Contig	Position in contig	Organism	Insertion Site	Category Function	Note	Accession number
SIML_2019_12	SPI	SPI-9	98.34	15697 / 15696		NA..NA	Salmonella-Typhi-CT18	Not_published	22	gi|16758993:2743495-2759190 - go to http://www.paidb.re.kr/about_paidb.php for link to partial flatfile	NC_003198
SRR14144158	SPI	CS54_island	99.92	25254 / 25252		NA..NA	Salmonella-enterica-Typhimurium-ATCC_14028	xseA-yfgK	29		AF140550
SRR14144158	SPI	SPI-1	98.72	470 / 470		NA..NA	Salmonella-enterica-Gallinarum-SGB_4	Not_published	5		AY956824
SRR14144158	SPI	SPI-1	98.55	415 / 415		NA..NA	Salmonella-enterica-Gallinarum-SGB_8	Not_published	5		AY956825
SRR14144158	SPI	SPI-1	97.28	259 / 257		NA..NA	Salmonella-enterica-Typhimurium-J4STEHO	-	27		JN982040
SRR14144158	SPI	SPI-1	99.99	44279 / 44279		NA..NA	Salmonella-Typhimurium-LT2	fhlA-mutS	5	gi|16763390:3005842-3050120 - go to http://www.paidb.re.kr/about_paidb.php for link to partial flatfile	NC_003197
SRR14144158	SPI	SPI-1	98.53	1082 / 1085		NA..NA	Salmonella-enterica-Typhimurium-SL1344	fhlA/mutS	5	N.B. This record is part of a PAI which includes several records: AF148689,U16303	U16278
SRR14144158	SPI	SPI-1	97.17	3153 / 3141		NA..NA	Salmonella-enterica-Typhimurium-SL1344	fhlA/mutS	5	N.B. This record is part of a PAI which includes several records: U16278,AF148689	U16303
SRR14144158	SPI	SPI-13	95.79	387 / 404		NA..NA	Salmonella-enterica-Gallinarum-SGG_1	tRNA-pheV	11		AY956833
SRR14144158	SPI	SPI-14	100.0	501 / 501		NA..NA	Salmonella-enterica-Gallinarum-SGA_8	Not_published	12		AY956835
SRR14144158	SPI	SPI-14	99.55	441 / 441		NA..NA	Salmonella-enterica-Gallinarum-SGC_8	Not_published	13		AY956836
SRR14144158	SPI	SPI-2	99.99	40071 / 40071		NA..NA	Salmonella-Typhimurium-LT2	tRNA-valV	14	gi|16763390:1461740-1501810 - go to http://www.paidb.re.kr/about_paidb.php for link to partial flatfile	NC_003197
SRR14144158	SPI	SPI-3	100.0	738 / 738		NA..NA	Salmonella-enterica-Typhimurium-14028s	tRNA_selC	15	N.B. This record is part of a PAI which includes several records: AF106566,Y13864	AJ000509
SRR14144158	SPI	SPI-3	99.95	16610 / 16616		NA..NA	Salmonella-Typhimurium-LT2	tRNA-selC	15	gi|16763390:3948576-3965191 - go to http://www.paidb.re.kr/about_paidb.php for link to partial flatfile	NC_003197
SRR14144158	SPI	SPI-4	100.0	24660 / 24660		NA..NA	Salmonella-enterica-Typhimurium-ST4/74	Not_published	17		AJ576316
SRR14144158	SPI	SPI-5	100.0	9069 / 9069		NA..NA	Salmonella-Typhimurium-LT2	tRNA-serT	18	gi|16763390:1175321-1184389 - go to http://www.paidb.re.kr/about_paidb.php for link to partial flatfile	NC_003197
SRR14144158	SPI	SPI-6	99.6	5780 / 5780		NA..NA	Salmonella-enterica-Enteritidis-	tRNA-pheV	24		AF376036
SRR14144158	SPI	SPI-9	98.36	15700 / 15696		NA..NA	Salmonella-Typhi-CT18	Not_published	22	gi|16758993:2743495-2759190 - go to http://www.paidb.re.kr/about_paidb.php for link to partial flatfile	NC_003198
ISLHD_2019_18	SPI	CS54_island	95.22	25266 / 25252		NA..NA	Salmonella-enterica-Typhimurium-ATCC_14028	xseA-yfgK	29		AF140550
ISLHD_2019_18	SPI	SPI-1	99.77	440 / 440		NA..NA	Salmonella-enterica-Gallinarum-SGB_1	Not_published	5		AY956822
ISLHD_2019_18	SPI	SPI-1	100.0	470 / 470		NA..NA	Salmonella-enterica-Gallinarum-SGB_4	Not_published	5		AY956824
ISLHD_2019_18	SPI	SPI-1	99.76	415 / 415		NA..NA	Salmonella-enterica-Gallinarum-SGB_8	Not_published	5		AY956825
ISLHD_2019_18	SPI	SPI-1	96.81	248 / 251		NA..NA	Salmonella-enterica-Typhimurium-OEHST5	-	27		JN982041
ISLHD_2019_18	SPI	SPI-1	97.69	43444 / 43488		NA..NA	Salmonella-enterica-Choleraesuis-SC_B67	fhlA-mutS	5	gi|62178570:2960260-3003747 - go to http://www.paidb.re.kr/about_paidb.php for link to partial flatfile	NC_006905
ISLHD_2019_18	SPI	SPI-1	98.82	3154 / 3141		NA..NA	Salmonella-enterica-Typhimurium-SL1344	fhlA/mutS	5	N.B. This record is part of a PAI which includes several records: U16278,AF148689	U16303
ISLHD_2019_18	SPI	SPI-12	99.3	11077 / 11075		NA..NA	Salmonella-enterica-Choleraesuis-SC_B67	tRNA-pro	8	gi|62178570:2354604-2365678 - go to http://www.paidb.re.kr/about_paidb.php for link to partial flatfile	NC_006905
ISLHD_2019_18	SPI	SPI-13	99.11	338 / 338		NA..NA	Salmonella-enterica-Gallinarum-SGD_3	tRNA-pheV	9		AY956832
ISLHD_2019_18	SPI	SPI-13	100.0	404 / 404		NA..NA	Salmonella-enterica-Gallinarum-SGG_1	tRNA-pheV	11		AY956833
ISLHD_2019_18	SPI	SPI-14	100.0	501 / 501		NA..NA	Salmonella-enterica-Gallinarum-SGA_8	Not_published	12		AY956835
ISLHD_2019_18	SPI	SPI-14	99.77	441 / 441		NA..NA	Salmonella-enterica-Gallinarum-SGC_8	Not_published	13		AY956836
ISLHD_2019_18	SPI	SPI-2	97.66	384 / 384		NA..NA	Salmonella-enterica-Choleraesuis-C500	-	23		JN673271
ISLHD_2019_18	SPI	SPI-2	97.92	41829 / 41829		NA..NA	Salmonella-enterica-Choleraesuis-SC_B67	tRNA-val	14	gi|62178570:1497670-1539498 - go to http://www.paidb.re.kr/about_paidb.php for link to partial flatfile	NC_006905
ISLHD_2019_18	SPI	SPI-3	99.46	738 / 738		NA..NA	Salmonella-enterica-Typhimurium-14028s	tRNA_selC	15	N.B. This record is part of a PAI which includes several records: AF106566,Y13864	AJ000509
ISLHD_2019_18	SPI	SPI-3	98.1	12819 / 12819		NA..NA	Salmonella-enterica-Choleraesuis-SC_B67	tRNA-selC	15	gi|62178570:3890879-3903697 - go to http://www.paidb.re.kr/about_paidb.php for link to partial flatfile	NC_006905
ISLHD_2019_18	SPI	SPI-4	97.04	24653 / 24660		NA..NA	Salmonella-enterica-Typhimurium-ST4/74	Not_published	17		AJ576316
ISLHD_2019_18	SPI	SPI-5	98.07	9690 / 9739		NA..NA	Salmonella-enterica-Dublin-2229	tRNA-serT	18		AF060858
ISLHD_2019_18	SPI	SPI-5	98.88	9069 / 9069		NA..NA	Salmonella-Typhimurium-LT2	tRNA-serT	18	gi|16763390:1175321-1184389 - go to http://www.paidb.re.kr/about_paidb.php for link to partial flatfile	NC_003197
ISLHD_2019_18	SPI	SPI-6	99.53	5780 / 5780		NA..NA	Salmonella-enterica-Enteritidis-	tRNA-pheV	24		AF376036
ISLHD_2019_18	SPI	SPI-9	98.22	15697 / 15696		NA..NA	Salmonella-Typhi-CT18	Not_published	22	gi|16758993:2743495-2759190 - go to http://www.paidb.re.kr/about_paidb.php for link to partial flatfile	NC_003198
SRR6330606	SPI	SPI-1	95.03	44292 / 44279		NA..NA	Salmonella-Typhimurium-LT2	fhlA-mutS	5	gi|16763390:3005842-3050120 - go to http://www.paidb.re.kr/about_paidb.php for link to partial flatfile	NC_003197
SRR6330606	SPI	SPI-1	99.01	3155 / 3141		NA..NA	Salmonella-enterica-Typhimurium-SL1344	fhlA/mutS	5	N.B. This record is part of a PAI which includes several records: U16278,AF148689	U16303
SRR6330606	SPI	SPI-2	99.74	384 / 384		NA..NA	Salmonella-enterica-Paratyphi_A-Spa11	-	23		JN673269
SRR6330606	SPI	SPI-3	99.05	738 / 738		NA..NA	Salmonella-enterica-Typhimurium-14028s	tRNA_selC	15	N.B. This record is part of a PAI which includes several records: AF106566,Y13864	AJ000509
SRR6330606	SPI	SPI-3	96.1	10055 / 10136		NA..NA	Salmonella-enterica-Dublin-9805277	tRNA-selC	16		AY144490
SRR6330606	SPI	SPI-5	96.15	703 / 701		NA..NA	Salmonella-enterica-Derby-	tRNA-selC	15		AY144492
SRR6330606	SPI	SPI-8	97.53	6887 / 6885		NA..NA	Salmonella-enterica-Typhi-CT18	tRNA-phe	21	gi|16758993:3132530-3139414 - go to http://www.paidb.re.kr/about_paidb.php for link to partial flatfile	NC_003198
SRR6330606	SPI	SPI-9	98.2	15697 / 15696		NA..NA	Salmonella-Typhi-CT18	Not_published	22	gi|16758993:2743495-2759190 - go to http://www.paidb.re.kr/about_paidb.php for link to partial flatfile	NC_003198
Seagull_18_124_1_S26	SPI	SPI-1	96.16	2697 / 2705		NA..NA	Salmonella-enterica-Typhimurium-SL1344	fhlA/mutS	5	N.B. This record is part of a PAI which includes several records: U16278,U16303	AF148689
Seagull_18_124_1_S26	SPI	SPI-1	96.39	413 / 415		NA..NA	Salmonella-enterica-Gallinarum-SGB_8	Not_published	5		AY956825
Seagull_18_124_1_S26	SPI	SPI-1	97.61	248 / 251		NA..NA	Salmonella-enterica-Typhimurium-OEHST5	-	27		JN982041
Seagull_18_124_1_S26	SPI	SPI-13	98.82	338 / 338		NA..NA	Salmonella-enterica-Gallinarum-SGD_3	tRNA-pheV	9		AY956832
Seagull_18_124_1_S26	SPI	SPI-13	99.5	402 / 404		NA..NA	Salmonella-enterica-Gallinarum-SGG_1	tRNA-pheV	11		AY956833
Seagull_18_124_1_S26	SPI	SPI-14	99.8	501 / 501		NA..NA	Salmonella-enterica-Gallinarum-SGA_8	Not_published	12		AY956835
Seagull_18_124_1_S26	SPI	SPI-14	99.55	441 / 441		NA..NA	Salmonella-enterica-Gallinarum-SGC_8	Not_published	13		AY956836
Seagull_18_124_1_S26	SPI	SPI-2	97.14	374 / 384		NA..NA	Salmonella-enterica-Paratyphi_A-Spa11	-	23		JN673269
Seagull_18_124_1_S26	SPI	SPI-3	98.64	738 / 738		NA..NA	Salmonella-enterica-Typhimurium-14028s	tRNA_selC	15	N.B. This record is part of a PAI which includes several records: AF106566,Y13864	AJ000509
Seagull_18_124_1_S26	SPI	SPI-6	99.45	5780 / 5780		NA..NA	Salmonella-enterica-Enteritidis-	tRNA-pheV	24		AF376036
Seagull_18_124_1_S26	SPI	SPI-9	98.15	15697 / 15696		NA..NA	Salmonella-Typhi-CT18	Not_published	22	gi|16758993:2743495-2759190 - go to http://www.paidb.re.kr/about_paidb.php for link to partial flatfile	NC_003198
SRR14144663	SPI	CS54_island	99.92	25254 / 25252		NA..NA	Salmonella-enterica-Typhimurium-ATCC_14028	xseA-yfgK	29		AF140550
SRR14144663	SPI	SPI-1	99.32	440 / 440		NA..NA	Salmonella-enterica-Gallinarum-SGB_1	Not_published	5		AY956822
SRR14144663	SPI	SPI-1	98.94	470 / 470		NA..NA	Salmonella-enterica-Gallinarum-SGB_4	Not_published	5		AY956824
SRR14144663	SPI	SPI-1	97.67	259 / 257		NA..NA	Salmonella-enterica-Typhimurium-J4STEHO	-	27		JN982040
SRR14144663	SPI	SPI-1	99.99	44279 / 44279		NA..NA	Salmonella-Typhimurium-LT2	fhlA-mutS	5	gi|16763390:3005842-3050120 - go to http://www.paidb.re.kr/about_paidb.php for link to partial flatfile	NC_003197
SRR14144663	SPI	SPI-1	96.87	1092 / 1085		NA..NA	Salmonella-enterica-Typhimurium-SL1344	fhlA/mutS	5	N.B. This record is part of a PAI which includes several records: AF148689,U16303	U16278
SRR14144663	SPI	SPI-1	96.47	3132 / 3141		NA..NA	Salmonella-enterica-Typhimurium-SL1344	fhlA/mutS	5	N.B. This record is part of a PAI which includes several records: U16278,AF148689	U16303
SRR14144663	SPI	SPI-12	95.28	11082 / 11075		NA..NA	Salmonella-enterica-Choleraesuis-SC_B67	tRNA-pro	8	gi|62178570:2354604-2365678 - go to http://www.paidb.re.kr/about_paidb.php for link to partial flatfile	NC_006905
SRR14144663	SPI	SPI-13	99.11	338 / 338		NA..NA	Salmonella-enterica-Gallinarum-SGD_3	tRNA-pheV	9		AY956832
SRR14144663	SPI	SPI-13	100.0	404 / 404		NA..NA	Salmonella-enterica-Gallinarum-SGG_1	tRNA-pheV	11		AY956833
SRR14144663	SPI	SPI-14	100.0	501 / 501		NA..NA	Salmonella-enterica-Gallinarum-SGA_8	Not_published	12		AY956835
SRR14144663	SPI	SPI-14	99.55	441 / 441		NA..NA	Salmonella-enterica-Gallinarum-SGC_8	Not_published	13		AY956836
SRR14144663	SPI	SPI-2	99.99	40071 / 40071		NA..NA	Salmonella-Typhimurium-LT2	tRNA-valV	14	gi|16763390:1461740-1501810 - go to http://www.paidb.re.kr/about_paidb.php for link to partial flatfile	NC_003197
SRR14144663	SPI	SPI-3	100.0	738 / 738		NA..NA	Salmonella-enterica-Typhimurium-14028s	tRNA_selC	15	N.B. This record is part of a PAI which includes several records: AF106566,Y13864	AJ000509
SRR14144663	SPI	SPI-3	99.99	16616 / 16616		NA..NA	Salmonella-Typhimurium-LT2	tRNA-selC	15	gi|16763390:3948576-3965191 - go to http://www.paidb.re.kr/about_paidb.php for link to partial flatfile	NC_003197
SRR14144663	SPI	SPI-4	99.97	24652 / 24660		NA..NA	Salmonella-enterica-Typhimurium-ST4/74	Not_published	17		AJ576316
SRR14144663	SPI	SPI-5	100.0	9069 / 9069		NA..NA	Salmonella-Typhimurium-LT2	tRNA-serT	18	gi|16763390:1175321-1184389 - go to http://www.paidb.re.kr/about_paidb.php for link to partial flatfile	NC_003197
SRR14144663	SPI	SPI-6	99.6	5780 / 5780		NA..NA	Salmonella-enterica-Enteritidis-	tRNA-pheV	24		AF376036
SRR14144663	SPI	SPI-9	98.36	15697 / 15696		NA..NA	Salmonella-Typhi-CT18	Not_published	22	gi|16758993:2743495-2759190 - go to http://www.paidb.re.kr/about_paidb.php for link to partial flatfile	NC_003198
SRR3476790	SPI	CS54_island	99.85	25254 / 25252		NA..NA	Salmonella-enterica-Typhimurium-ATCC_14028	xseA-yfgK	29		AF140550
SRR3476790	SPI	SPI-1	99.96	44279 / 44279		NA..NA	Salmonella-Typhimurium-LT2	fhlA-mutS	5	gi|16763390:3005842-3050120 - go to http://www.paidb.re.kr/about_paidb.php for link to partial flatfile	NC_003197
SRR3476790	SPI	SPI-1	98.34	1080 / 1085		NA..NA	Salmonella-enterica-Typhimurium-SL1344	fhlA/mutS	5	N.B. This record is part of a PAI which includes several records: AF148689,U16303	U16278
SRR3476790	SPI	SPI-1	96.02	3151 / 3141		NA..NA	Salmonella-enterica-Typhimurium-SL1344	fhlA/mutS	5	N.B. This record is part of a PAI which includes several records: U16278,AF148689	U16303
SRR3476790	SPI	SPI-14	100.0	501 / 501		NA..NA	Salmonella-enterica-Gallinarum-SGA_8	Not_published	12		AY956835
SRR3476790	SPI	SPI-14	99.55	441 / 441		NA..NA	Salmonella-enterica-Gallinarum-SGC_8	Not_published	13		AY956836
SRR3476790	SPI	SPI-2	99.84	40052 / 40071		NA..NA	Salmonella-Typhimurium-LT2	tRNA-valV	14	gi|16763390:1461740-1501810 - go to http://www.paidb.re.kr/about_paidb.php for link to partial flatfile	NC_003197
SRR3476790	SPI	SPI-3	100.0	738 / 738		NA..NA	Salmonella-enterica-Typhimurium-14028s	tRNA_selC	15	N.B. This record is part of a PAI which includes several records: AF106566,Y13864	AJ000509
SRR3476790	SPI	SPI-3	99.96	16612 / 16616		NA..NA	Salmonella-Typhimurium-LT2	tRNA-selC	15	gi|16763390:3948576-3965191 - go to http://www.paidb.re.kr/about_paidb.php for link to partial flatfile	NC_003197
SRR3476790	SPI	SPI-4	99.86	24626 / 24660		NA..NA	Salmonella-enterica-Typhimurium-ST4/74	Not_published	17		AJ576316
SRR3476790	SPI	SPI-5	99.97	9066 / 9069		NA..NA	Salmonella-Typhimurium-LT2	tRNA-serT	18	gi|16763390:1175321-1184389 - go to http://www.paidb.re.kr/about_paidb.php for link to partial flatfile	NC_003197
SRR3476790	SPI	SPI-6	99.57	5780 / 5780		NA..NA	Salmonella-enterica-Enteritidis-	tRNA-pheV	24		AF376036
SRR3476790	SPI	SPI-9	98.35	15697 / 15696		NA..NA	Salmonella-Typhi-CT18	Not_published	22	gi|16758993:2743495-2759190 - go to http://www.paidb.re.kr/about_paidb.php for link to partial flatfile	NC_003198
SRR7475467	SPI	SPI-2	99.74	384 / 384		NA..NA	Salmonella-enterica-Paratyphi_A-Spa11	-	23		JN673269
SRR7475467	SPI	SPI-3	99.05	738 / 738		NA..NA	Salmonella-enterica-Typhimurium-14028s	tRNA_selC	15	N.B. This record is part of a PAI which includes several records: AF106566,Y13864	AJ000509
SRR7475467	SPI	SPI-8	97.5	6888 / 6885		NA..NA	Salmonella-enterica-Typhi-CT18	tRNA-phe	21	gi|16758993:3132530-3139414 - go to http://www.paidb.re.kr/about_paidb.php for link to partial flatfile	NC_003198
SRR7475467	SPI	SPI-9	98.18	15697 / 15696		NA..NA	Salmonella-Typhi-CT18	Not_published	22	gi|16758993:2743495-2759190 - go to http://www.paidb.re.kr/about_paidb.php for link to partial flatfile	NC_003198
W_1_B11	SPI	SPI-1	95.22	3095 / 3141		NA..NA	Salmonella-enterica-Typhimurium-SL1344	fhlA/mutS	5	N.B. This record is part of a PAI which includes several records: U16278,AF148689	U16303
W_1_B11	SPI	SPI-11	98.95	15708 / 15686		NA..NA	Salmonella-enterica-Choleraesuis-SC_B67	Gifsy-1_prophage	7	gi|62178570:1350481-1366166 - go to http://www.paidb.re.kr/about_paidb.php for link to partial flatfile	NC_006905
W_1_B11	SPI	SPI-12	98.75	11079 / 11075		NA..NA	Salmonella-enterica-Choleraesuis-SC_B67	tRNA-pro	8	gi|62178570:2354604-2365678 - go to http://www.paidb.re.kr/about_paidb.php for link to partial flatfile	NC_006905
W_1_B11	SPI	SPI-13	98.02	397 / 404		NA..NA	Salmonella-enterica-Gallinarum-SGG_1	tRNA-pheV	11		AY956833
W_1_B11	SPI	SPI-14	99.8	501 / 501		NA..NA	Salmonella-enterica-Gallinarum-SGA_8	Not_published	12		AY956835
W_1_B11	SPI	SPI-14	99.77	441 / 441		NA..NA	Salmonella-enterica-Gallinarum-SGC_8	Not_published	13		AY956836
W_1_B11	SPI	SPI-3	99.59	738 / 738		NA..NA	Salmonella-enterica-Typhimurium-14028s	tRNA_selC	15	N.B. This record is part of a PAI which includes several records: AF106566,Y13864	AJ000509
W_1_B11	SPI	SPI-5	97.11	9070 / 9069		NA..NA	Salmonella-Typhimurium-LT2	tRNA-serT	18	gi|16763390:1175321-1184389 - go to http://www.paidb.re.kr/about_paidb.php for link to partial flatfile	NC_003197
W_1_B11	SPI	SPI-6	99.41	5780 / 5780		NA..NA	Salmonella-enterica-Enteritidis-	tRNA-pheV	24		AF376036
W_1_B11	SPI	SPI-9	98.3	15697 / 15696		NA..NA	Salmonella-Typhi-CT18	Not_published	22	gi|16758993:2743495-2759190 - go to http://www.paidb.re.kr/about_paidb.php for link to partial flatfile	NC_003198
SRR14897813	SPI	SPI-3	99.05	738 / 738		NA..NA	Salmonella-enterica-Typhimurium-14028s	tRNA_selC	15	N.B. This record is part of a PAI which includes several records: AF106566,Y13864	AJ000509
SRR14897813	SPI	SPI-3	95.9	10025 / 10136		NA..NA	Salmonella-enterica-Dublin-9805277	tRNA-selC	16		AY144490
SRR14897813	SPI	SPI-8	97.52	6887 / 6885		NA..NA	Salmonella-enterica-Typhi-CT18	tRNA-phe	21	gi|16758993:3132530-3139414 - go to http://www.paidb.re.kr/about_paidb.php for link to partial flatfile	NC_003198
SRR14897813	SPI	SPI-9	98.13	15698 / 15696		NA..NA	Salmonella-Typhi-CT18	Not_published	22	gi|16758993:2743495-2759190 - go to http://www.paidb.re.kr/about_paidb.php for link to partial flatfile	NC_003198
ISLHD_2019_16	SPI	SPI-12	95.69	11087 / 11075		NA..NA	Salmonella-enterica-Choleraesuis-SC_B67	tRNA-pro	8	gi|62178570:2354604-2365678 - go to http://www.paidb.re.kr/about_paidb.php for link to partial flatfile	NC_006905
ISLHD_2019_16	SPI	SPI-13	99.5	404 / 404		NA..NA	Salmonella-enterica-Gallinarum-SGG_1	tRNA-pheV	11		AY956833
ISLHD_2019_16	SPI	SPI-14	99.6	501 / 501		NA..NA	Salmonella-enterica-Gallinarum-SGA_8	Not_published	12		AY956835
ISLHD_2019_16	SPI	SPI-14	99.55	441 / 441		NA..NA	Salmonella-enterica-Gallinarum-SGC_8	Not_published	13		AY956836
ISLHD_2019_16	SPI	SPI-2	98.96	384 / 384		NA..NA	Salmonella-enterica-Paratyphi_A-Spa11	-	23		JN673269
ISLHD_2019_16	SPI	SPI-3	99.05	738 / 738		NA..NA	Salmonella-enterica-Typhimurium-14028s	tRNA_selC	15	N.B. This record is part of a PAI which includes several records: AF106566,Y13864	AJ000509
ISLHD_2019_16	SPI	SPI-6	98.04	5780 / 5780		NA..NA	Salmonella-enterica-Enteritidis-	tRNA-pheV	24		AF376036
ISLHD_2019_16	SPI	SPI-9	98.14	15697 / 15696		NA..NA	Salmonella-Typhi-CT18	Not_published	22	gi|16758993:2743495-2759190 - go to http://www.paidb.re.kr/about_paidb.php for link to partial flatfile	NC_003198
SRR3049639	SPI	SPI-2	96.09	376 / 384		NA..NA	Salmonella-enterica-Paratyphi_A-Spa11	-	23		JN673269
SRR3049639	SPI	SPI-3	99.05	738 / 738		NA..NA	Salmonella-enterica-Typhimurium-14028s	tRNA_selC	15	N.B. This record is part of a PAI which includes several records: AF106566,Y13864	AJ000509
SRR3049639	SPI	SPI-8	97.49	6887 / 6885		NA..NA	Salmonella-enterica-Typhi-CT18	tRNA-phe	21	gi|16758993:3132530-3139414 - go to http://www.paidb.re.kr/about_paidb.php for link to partial flatfile	NC_003198
SRR3049639	SPI	SPI-9	98.2	15697 / 15696		NA..NA	Salmonella-Typhi-CT18	Not_published	22	gi|16758993:2743495-2759190 - go to http://www.paidb.re.kr/about_paidb.php for link to partial flatfile	NC_003198
SRR4419665	SPI	CS54_island	99.92	25255 / 25252		NA..NA	Salmonella-enterica-Typhimurium-ATCC_14028	xseA-yfgK	29		AF140550
SRR4419665	SPI	SPI-1	98.18	436 / 440		NA..NA	Salmonella-enterica-Gallinarum-SGB_1	Not_published	5		AY956822
SRR4419665	SPI	SPI-1	99.22	259 / 257		NA..NA	Salmonella-enterica-Typhimurium-J4STEHO	-	27		JN982040
SRR4419665	SPI	SPI-1	99.98	44279 / 44279		NA..NA	Salmonella-Typhimurium-LT2	fhlA-mutS	5	gi|16763390:3005842-3050120 - go to http://www.paidb.re.kr/about_paidb.php for link to partial flatfile	NC_003197
SRR4419665	SPI	SPI-1	99.63	1093 / 1085		NA..NA	Salmonella-enterica-Typhimurium-SL1344	fhlA/mutS	5	N.B. This record is part of a PAI which includes several records: AF148689,U16303	U16278
SRR4419665	SPI	SPI-13	100.0	404 / 404		NA..NA	Salmonella-enterica-Gallinarum-SGG_1	tRNA-pheV	11		AY956833
SRR4419665	SPI	SPI-13	97.36	341 / 341		NA..NA	Salmonella-enterica-Gallinarum-SGA_10	tRNA-pheV	10		AY956834
SRR4419665	SPI	SPI-14	100.0	501 / 501		NA..NA	Salmonella-enterica-Gallinarum-SGA_8	Not_published	12		AY956835
SRR4419665	SPI	SPI-14	99.55	441 / 441		NA..NA	Salmonella-enterica-Gallinarum-SGC_8	Not_published	13		AY956836
SRR4419665	SPI	SPI-2	99.96	40059 / 40071		NA..NA	Salmonella-Typhimurium-LT2	tRNA-valV	14	gi|16763390:1461740-1501810 - go to http://www.paidb.re.kr/about_paidb.php for link to partial flatfile	NC_003197
SRR4419665	SPI	SPI-3	100.0	738 / 738		NA..NA	Salmonella-enterica-Typhimurium-14028s	tRNA_selC	15	N.B. This record is part of a PAI which includes several records: AF106566,Y13864	AJ000509
SRR4419665	SPI	SPI-3	99.78	16581 / 16616		NA..NA	Salmonella-Typhimurium-LT2	tRNA-selC	15	gi|16763390:3948576-3965191 - go to http://www.paidb.re.kr/about_paidb.php for link to partial flatfile	NC_003197
SRR4419665	SPI	SPI-4	99.91	24638 / 24660		NA..NA	Salmonella-enterica-Typhimurium-ST4/74	Not_published	17		AJ576316
SRR4419665	SPI	SPI-5	100.0	9069 / 9069		NA..NA	Salmonella-Typhimurium-LT2	tRNA-serT	18	gi|16763390:1175321-1184389 - go to http://www.paidb.re.kr/about_paidb.php for link to partial flatfile	NC_003197
SRR4419665	SPI	SPI-6	99.6	5780 / 5780		NA..NA	Salmonella-enterica-Enteritidis-	tRNA-pheV	24		AF376036
SRR4419665	SPI	SPI-9	98.36	15697 / 15696		NA..NA	Salmonella-Typhi-CT18	Not_published	22	gi|16758993:2743495-2759190 - go to http://www.paidb.re.kr/about_paidb.php for link to partial flatfile	NC_003198
SG19_380_Sal	SPI	CS54_island	99.91	25255 / 25252		NA..NA	Salmonella-enterica-Typhimurium-ATCC_14028	xseA-yfgK	29		AF140550
SG19_380_Sal	SPI	SPI-1	99.99	44279 / 44279		NA..NA	Salmonella-Typhimurium-LT2	fhlA-mutS	5	gi|16763390:3005842-3050120 - go to http://www.paidb.re.kr/about_paidb.php for link to partial flatfile	NC_003197
SG19_380_Sal	SPI	SPI-1	97.1	3154 / 3141		NA..NA	Salmonella-enterica-Typhimurium-SL1344	fhlA/mutS	5	N.B. This record is part of a PAI which includes several records: U16278,AF148689	U16303
SG19_380_Sal	SPI	SPI-12	95.11	11082 / 11075		NA..NA	Salmonella-enterica-Choleraesuis-SC_B67	tRNA-pro	8	gi|62178570:2354604-2365678 - go to http://www.paidb.re.kr/about_paidb.php for link to partial flatfile	NC_006905
